"ts_code","trade_date","close","turnover_rate","turnover_rate_f","volume_ratio","pe","pe_ttm","pb","ps","ps_ttm","dv_ratio","dv_ttm","total_share","float_share","free_share","total_mv","circ_mv"
"920262.BJ","20260309","23.17","1.2341","2.1082","0.67","57.0796","40.8806","4.4584","3.1056","2.6687","1.162","0.332","6911.4185","3118.5407","1825.5988","160137.5666","72256.588"
"002247.SZ","20260309","3.04","3.7171","4.6463","0.92","11.8653","65.26","3.8871","3.0808","3.237","","","85087.0049","64354.0672","51484.5522","258664.4949","195636.3643"
"688232.SH","20260309","24.75","0.8489","2.3492","0.78","39.0125","227.4241","1.4732","3.7129","4.3476","1.4545","1.4545","32198.1975","32198.1975","11634.5487","796905.3881","796905.3881"
"601689.SH","20260309","63.21","1.2665","3.0441","1.02","36.6088","40.192","4.7198","4.1296","3.8986","0.8211","0.8211","173783.558","173783.558","72300.1111","10984858.7012","10984858.7012"
"300705.SZ","20260309","14.91","1.1055","1.5227","0.65","14.5583","15.9046","2.8298","2.5453","2.4434","2.0609","2.0609","50029.1126","36888.7969","26782.0681","745934.0689","550011.9618"
"002624.SZ","20260309","20.22","2.9869","4.0589","0.86","","","5.5382","7.0418","5.6731","1.1151","1.1151","193996.8404","182773.3041","134502.2225","3922616.1129","3695676.2089"
"000987.SZ","20260309","9.05","0.8053","3.1516","0.73","19.793","12.6639","1.4552","5.0421","3.5578","2.8625","2.8625","501713.2462","501442.5174","128122.3209","4540504.8781","4538054.7825"
"002265.SZ","20260309","23.14","0.9","4.1008","0.67","91.9572","224.0817","6.5475","5.4895","6.3372","","","103304.0407","103304.0407","22673.4746","2390455.5018","2390455.5018"
"603901.SH","20260309","13.25","2.3059","4.6386","1.35","445.705","109.0347","2.4437","1.9469","1.7188","0.1047","0.1047","52408.2098","48762.3461","24240.6961","694408.7799","646101.0858"
"001366.SZ","20260309","14.55","2.7357","7.8948","1.17","","","2.9127","2.2989","1.8456","","","16068","16068","5568","233789.4","233789.4"
"601608.SH","20260309","7.04","1.6402","4.6048","1.15","86.0768","85.902","3.4868","4.0129","3.9986","0.4063","0.4063","457955.3437","457955.3437","163124.5936","3224005.6196","3224005.6196"
"000886.SZ","20260309","6.19","1.9225","2.6342","0.93","99.5207","562.2397","2.0216","26.2971","14.8572","","","98882.83","97783.6898","71364.4659","612084.7177","605281.0399"
"601968.SH","20260309","5.83","0.753","1.6278","0.8","43.1465","38.907","1.6495","0.8941","0.8511","1.3059","1.3059","127577.946","127577.946","59016.9052","743779.4252","743779.4252"
"000801.SZ","20260309","15.91","2.3633","4.6235","1.07","83.1676","93.7838","5.6823","3.8697","3.7725","0.6325","0.6325","101632.4759","101632.4759","51949.9671","1616972.6916","1616972.6916"
"601021.SH","20260309","47.6","2.7137","6.147","2.86","20.4883","23.2353","2.622","2.3284","2.2393","2.6106","2.6106","97833.3423","97833.3423","43190.234","4656867.0935","4656867.0935"
"000665.SZ","20260309","5.36","1.9125","3.234","1.19","","","1.5185","3.8315","4.3016","","","113714.9495","113711.978","67248.1818","609512.1293","609496.2021"
"688545.SH","20260309","52","3.5637","4.1303","1","117.3861","90.0396","6.3313","16.4643","12.6917","0.3846","0.3846","36000","18225","15725","1872000","947700"
"688295.SH","20260309","30.04","0.5362","3.141","0.96","","279.7073","5.7256","17.3607","12.3149","","","90000","90000","15365.0558","2703600","2703600"
"688626.SH","20260309","64.41","1.7895","4.7349","0.87","100.1092","130.9496","4.9783","13.8603","13.4232","0.3591","0.3591","16000","16000","6047.012","1030560","1030560"
"688775.SH","20260309","206.5","3.1427","3.1427","0.5","83.2436","85.8926","14.154","14.8555","8.4","","","40100","3280","3280","8280650","677320"
"300900.SZ","20260309","40.44","14.0365","14.6898","1.02","","","6.7215","12.6063","11.3692","","","32673.0343","25573.4593","24436.0173","1321297.5071","1034190.6941"
"603798.SH","20260309","15.06","2.8576","6.077","0.61","70.6825","74.4359","3.3422","3.6203","3.9603","0.7192","0.2615","25644.965","25644.965","12058.836","386213.1729","386213.1729"
"920018.BJ","20260309","32.48","8.1374","8.1374","0.95","40.8252","38.2238","4.2986","1.9956","1.5302","0.3079","0.3079","12732.9564","4422.38","4422.38","413566.4239","143638.9024"
"600178.SH","20260309","11.98","1.1341","2.3113","0.93","974.696","1380.9033","2.197","1.2101","1.0364","0.0417","0.0417","46647.6161","46647.6161","22888.3161","558838.4409","558838.4409"
"002474.SZ","20260309","8.62","7.6962","8.1052","1.86","","","3.9255","11.0718","10.9926","","","62220","53076.5945","50398.076","536336.4","457520.2446"
"300238.SZ","20260309","15.67","2.5698","3.499","0.96","151.5484","157.99","7.2624","11.0071","10.5771","","","26515.5701","26513.4082","19472.2994","415498.9835","415465.1065"
"002162.SZ","20260309","5.6","7.3581","15.3616","0.8","","","6.2705","4.2772","4.74","","","91970.0965","91849.4121","43995.5601","515032.5404","514356.7078"
"920693.BJ","20260309","31.9","4.3253","7.1009","1.98","135.0935","365.7999","6.5599","9.3938","7.9237","0.2194","0.2194","7270","3661","2230","231913","116785.9"
"002554.SZ","20260309","4.35","14.7047","23.1134","0.95","","","2.4502","2.2243","2.2267","","","133372.0072","133347.0525","84835.2904","580168.2313","580059.6784"
"688790.SH","20260309","133.67","8.3623","8.3623","1.56","","","4.7742","6.3315","7.0616","","","9953.1688","1205.7671","1205.7671","1330440.0735","161174.8883"
"300726.SZ","20260309","48.44","4.775","8.0096","0.92","71.4424","57.8521","3.9694","12.5824","11.0353","1.2386","1.2386","41183.9845","21443.8423","12783.9845","1994952.2092","1038739.721"
"603124.SH","20260309","98.5","9.0141","9.0141","0.93","81.425","69.6702","7.9886","1.6503","1.4542","0.3756","0.3756","14574.5199","2922.5675","2922.5675","1435590.2102","287872.8988"
"301382.SZ","20260309","35.12","4.9676","5.7227","0.92","74.9873","56.8211","5.4144","6.5187","5.0284","0.2176","0.2176","28559.3903","17628.8538","15302.6385","1003005.7873","619125.3455"
"301515.SZ","20260309","24.7","2.5399","3.0801","0.85","171.2677","","2.0278","3.2756","4.0754","0.4666","0.4666","10000","6557.055","5407.055","247000","161959.2585"
"300279.SZ","20260309","10.28","8.2345","11.178","1.03","96.1786","77.4908","4.8514","2.4177","2.7386","","","48909.949","48694.4202","35871.7915","502794.2757","500578.6397"
"301529.SZ","20260309","113.19","4.1015","4.8612","0.88","98.3367","63.0609","7.0805","7.2092","5.7867","0.3655","0.3655","8483.721","4523.851","3816.901","960272.38","512054.6947"
"300619.SZ","20260309","41.6","5.1003","6.3185","1.14","","","4.5885","4.7974","4.5171","","","17399.9658","14546.4047","11741.803","723838.5773","605130.4355"
"300562.SZ","20260309","13.99","2.6719","2.9","0.62","49.8402","39.9696","3.0134","3.1082","3.1057","1.9857","1.9857","21861.3688","16216.8261","14941.5542","305840.5495","226873.3971"
"300958.SZ","20260309","14.37","4.0823","4.3569","0.99","","","1.8084","2.8276","3.7645","","","15673.6579","9104.9427","8530.9773","225230.464","130838.0266"
"603888.SH","20260309","21.42","2.4448","6.4714","1.08","61.7838","51.3339","3.9282","6.7479","6.4603","0.4884","0.4884","67473.8168","67473.8168","25490.2635","1445289.1559","1445289.1559"
"300802.SZ","20260309","20.56","3.602","4.983","0.79","88.0909","67.0382","4.1771","8.8209","7.579","0.7495","0.7495","28407.8255","19471.6799","14075.1759","584064.8923","400337.7387"
"000401.SZ","20260309","5.05","0.6464","1.79","0.84","","","0.4938","0.5309","0.5305","1.9802","1.9802","265821.6778","263135.4178","95019.7963","1342399.4729","1328833.8599"
"600191.SH","20260309","13.43","2.1299","4.5636","0.91","255.9481","165.6827","3.8468","12.6296","12.6021","","","48493.2","48493.2","22632.5707","651263.676","651263.676"
"300355.SZ","20260309","4.26","4.1795","4.4729","0.68","193.152","114.3887","1.5893","3.1852","2.6339","0.0939","0.0939","160424.2081","129846.8958","121330.4362","683407.1265","553147.7761"
"920299.BJ","20260309","30.85","20.2813","29.1349","0.85","113.6341","110.6015","9.595","23.9285","21.9621","0.3566","0.3566","9010.9276","4439.9071","3090.7056","277987.1165","136971.134"
"300476.SZ","20260309","270.04","3.8384","5.5686","0.87","204.1052","64.8276","15.5056","21.9565","13.7383","0.1093","0.1093","87255.7313","85697.9573","59071.0382","23562537.6803","23141876.3893"
"300416.SZ","20260309","17.26","2.882","4.1291","0.81","38.2611","36.5946","3.2956","4.3335","4.08","0.8691","0.8691","50854.7806","50514.3444","35257.9084","877753.5132","871877.5843"
"600250.SH","20260309","11.16","2.0319","4.2908","0.72","76.4844","136.7695","5.4927","4.496","4.7959","","","31279.1404","31279.1404","14811.7691","349075.2069","349075.2069"
"605358.SH","20260309","37.26","2.3133","3.098","0.8","","","3.5699","8.0896","7.2398","","","67137.7396","67137.7396","50132.0028","2501552.1775","2501552.1775"
"603682.SH","20260309","7.15","2.8081","6.6859","0.75","","","4.534","3.5689","3.5689","4.6154","4.6154","47250","47250","19845","337837.5","337837.5"
"605289.SH","20260309","135","5.8925","11.8791","1.12","","","11.4953","21.3991","15.1567","","","10900.75","10833.75","5373.94","1471601.25","1462556.25"
"301518.SZ","20260309","45.1","7.9844","8.1118","1.04","112.8133","65.0658","4.0378","2.1511","2.3055","0.3542","0.3542","14546.9515","5349.8653","5265.8302","656067.5127","241278.925"
"688298.SH","20260309","22.93","0.7286","1.4165","0.71","","","0.7701","5.5835","4.8204","","","20160","20160","10370.2233","462268.8","462268.8"
"603505.SH","20260309","20.55","1.9066","4.2082","0.69","67.2936","71.3853","9.9153","6.2844","4.6993","0.5131","0.5131","84166.8813","84166.8813","38132.3225","1729629.4107","1729629.4107"
"600573.SH","20260309","11.95","2.1351","4.2769","0.73","46.0819","35.6868","2.1709","4.617","4.729","0.6695","0.6695","25000","25000","12480.5422","298750","298750"
"300249.SZ","20260309","18.63","15.0791","18.8998","0.69","","","24.5625","7.1698","5.4299","","","44048.7994","37342.6027","29793.7193","820629.1328","695692.6883"
"000059.SZ","20260309","5.82","6.4196","12.1207","1.16","","","0.9235","0.2691","0.2305","0.3093","0.3093","159944.2537","159944.2537","84712.3362","930875.5565","930875.5565"
"002198.SZ","20260309","7.58","4.3411","5.5871","1.07","186.6388","97.3103","5.4258","10.2266","9.3828","","","50750.9848","50748.0748","39430.1962","384692.4648","384670.407"
"601866.SH","20260309","2.83","3.0549","8.2106","0.62","22.1534","22.026","1.216","1.3519","1.3671","1.4488","1.4488","1319765.582","975198.382","362847.9822","3734936.5971","2759811.4211"
"688599.SH","20260309","18.72","2.9766","4.7317","1.19","","","2.0737","0.5462","0.6518","","","234256.7686","234256.7686","147365.6459","4385286.7082","4385286.7082"
"600714.SH","20260309","22.02","17.9544","27.7198","1.23","181.2343","112.002","8.3974","18.4984","18.0504","0.3179","0.3179","28817.6273","28817.6273","18665.5189","634564.1531","634564.1531"
"603665.SH","20260309","32.68","2.9173","5.0366","1.47","","","7.3959","3.4635","3.3108","","","16111.1057","16016.7707","9277.1441","526510.9343","523428.0665"
"603121.SH","20260309","23.13","0.2175","0.4518","0.07","119.3386","357.7588","6.5723","6.3131","6.7954","0.8647","0.8647","33853.3715","33853.3715","16297.6971","783028.4828","783028.4828"
"002937.SZ","20260309","27.75","3.8137","8.1797","1.13","36.1574","53.4483","5.418","4.3442","4.7155","1.4414","1.4414","29777.8699","29695.3679","13845.386","826335.8897","824046.4592"
"300358.SZ","20260309","10.29","2.0856","3.0866","0.79","","","1.3772","1.2622","1.3247","","","71509.258","70130.0372","47386.2212","735830.2648","721638.0828"
"600369.SH","20260309","4.33","0.5624","1.0694","0.73","41.1404","31.2034","1.1153","11.2148","8.6672","1.963","1.963","664510.9124","664510.9124","349465.4207","2877332.2507","2877332.2507"
"301015.SZ","20260309","21.52","0.9638","3.8708","1.17","16.3556","21.4628","4.7491","1.3974","1.4927","3.5409","3.5409","52562.4077","52555.5077","13086.2767","1131143.0137","1130994.5257"
"300450.SZ","20260309","49.65","2.6779","3.9407","0.94","290.4754","96.1926","4.8876","7.0101","6.3045","0.112","0.112","167382.1434","155941.4363","105970.9703","8310523.4198","7742492.3123"
"600359.SH","20260309","7.86","5.5707","9.3339","0.68","94.2051","3215.5414","4.4819","5.2441","5.8281","","","38151.282","38151.282","22769.7245","299869.0765","299869.0765"
"601949.SH","20260309","6.51","0.8663","3.7784","0.75","19.2476","21.7793","1.2851","2.0256","2.2373","1.5668","1.5668","190396.8054","190396.8054","43654.2902","1239483.2032","1239483.2032"
"603899.SH","20260309","25.9","0.6457","1.7743","1.18","17.0887","18.036","2.6725","0.9845","0.9759","3.8393","3.8393","92097.0377","92097.0377","33513.4319","2385313.2764","2385313.2764"
"000862.SZ","20260309","8.36","17.1215","22.5146","1.12","88.2958","57.3398","1.7117","6.0634","5.8547","","","91795.4696","62796.7088","47754.4231","767410.1259","524980.4856"
"300048.SZ","20260309","8.16","7.092","8.7055","0.89","894.2102","125.2976","5.012","1.9276","1.1735","","","112829.7357","112598.5482","91730.0064","920690.6433","918804.1533"
"002976.SZ","20260309","27.44","2.8415","4.4915","0.73","","3052.7191","2.7715","2.3151","2.0452","","","14970.0687","6666.545","4217.555","410778.6851","182929.9948"
"300030.SZ","20260309","8.37","2.9049","3.7461","0.9","","","4.1023","4.4517","5.0834","","","30918.7315","27222.605","21109.9047","258789.7827","227853.2039"
"920187.BJ","20260309","38.15","14.5976","14.5976","","16.1441","16.1441","1.9042","2.4508","2.4508","","","6240","2095.3886","2095.3886","238056","79939.0751"
"300387.SZ","20260309","9.85","6.1783","10.1576","0.91","30.4221","34.6016","1.9193","2.3053","2.156","0.7107","0.7107","28905.7018","28895.6645","17575.5317","284721.1627","284622.2953"
"603687.SH","20260309","10.15","4.1293","8.1858","1.73","52.5406","48.7739","1.713","2.6194","2.5272","0.571","0.571","55003.1864","55003.1864","27745.9753","558282.342","558282.342"
"002722.SZ","20260309","15.51","1.3786","2.2923","0.67","21.8845","24.3071","1.2066","1.4064","1.4933","1.373","1.373","22237.201","22235.701","13373.2351","344898.9875","344875.7225"
"301297.SZ","20260309","35.94","1.257","2.7994","0.71","245.3274","111.1724","5.1726","34.2237","11.2899","0.152","0.4441","74318.7598","36297.7781","16297.7781","2671016.2272","1304542.1449"
"002111.SZ","20260309","10.69","2.1821","3.1934","1","76.2107","78.4769","1.9251","1.9696","1.8284","1.6247","1.6247","53201.0391","48125.0936","32885.1601","568719.108","514457.2506"
"600229.SH","20260309","6.27","0.7256","1.9065","0.75","48.8202","","1.3089","1.703","1.9512","1.1164","1.1164","66070.7784","66070.7784","25148.1503","414263.7806","414263.7806"
"920351.BJ","20260309","22.5","12.9604","14.6159","0.61","112.9632","103.3687","4.5268","0.9537","1.0213","0.4444","0.4444","8803.5439","3966.534","3517.2741","198079.7378","89247.015"
"688099.SH","20260309","88.5","2.5409","3.1316","0.99","45.3488","42.7818","5.0751","6.2894","5.4868","","","42116.5613","42116.5613","34172.4526","3727315.6751","3727315.6751"
"300352.SZ","20260309","7.58","19.001","19.8563","4","","","8.919","21.2675","43.1129","","","144982.4087","127661.0882","122161.8043","1098966.6579","967671.0486"
"600248.SH","20260309","3.64","0.8545","2.6729","0.89","4.5992","12.287","0.471","0.0901","0.0996","2.4725","2.4725","373973.5286","370573.9286","118466.4071","1361263.6441","1348889.1001"
"605066.SH","20260309","9.14","8.4289","14.385","1.62","38.0109","37.5965","2.5841","1.5807","1.5977","2.7454","2.7454","50475.0125","50243.3125","29439.9775","461341.6143","459223.8763"
"301502.SZ","20260309","45.54","4.7361","6.3823","0.95","77.257","78.6583","3.127","5.3776","6.0544","0.7686","0.7686","5708.35","2358.7","1750.3386","259958.259","107415.198"
"003018.SZ","20260309","25.02","14.1796","18.4157","0.7","46.069","54.8272","4.0828","7.2908","7.8773","1.199","1.199","26000","9797.8925","7544.1425","650520","245143.2704"
"301601.SZ","20260309","26.99","1.0706","1.6243","0.61","35.143","90.913","2.9874","5.7234","7.3501","0.6669","0.6669","14048","8448","5568","379155.52","228011.52"
"603556.SH","20260309","41.32","1.8788","5.7568","1.37","20.0516","21.3109","2.7245","4.2596","4.2966","1.681","1.681","48626.417","48626.417","15870.0858","2009243.5504","2009243.5504"
"600547.SH","20260309","46.93","1.9194","4.2409","0.77","73.2984","44.6818","7.3056","2.6218","2.1788","0.6876","0.6876","460992.9525","361444.3347","163585.6431","21634399.2608","16962582.6275"
"001382.SZ","20260309","22.2","16.8742","16.8742","1.39","67.8114","75.1415","5.7485","3.2277","3.0089","1.1261","1.1261","41200","6200","6200","914640","137640"
"002522.SZ","20260309","6.05","3.743","4.992","0.9","73.8875","70.9199","2.3744","3.2044","3.3364","0.4132","0.4132","90577.9387","90501.9879","67857.5032","547996.5291","547537.0268"
"300861.SZ","20260309","17.52","2.6638","4.2921","0.68","80.8851","563.82","1.8602","5.1828","6.2004","2.0371","2.0371","67184.044","42186.4889","26181.902","1177064.4509","739107.2855"
"600561.SH","20260309","6.97","1.613","2.6773","0.73","179.7354","","2.1894","1.2673","1.3143","","","28447.68","28447.68","17138.7147","198280.3296","198280.3296"
"300368.SZ","20260309","12.14","3.2382","4.6254","1.04","","","34.4655","35.0575","47.2612","","","52894.3475","52894.3475","37030.2475","642137.3787","642137.3787"
"000553.SZ","20260309","6.19","0.8032","5.0113","1.63","","","0.7815","0.4891","0.4865","","","232981.1766","217707.1961","34893.4","1442153.4832","1347607.5439"
